,OfficialId,JerseyNum,FirstName,LastName,LastNameSuffix,Position,PositionLongName,NAbbrev,Height,Weight,DOB,POB,Hometown,Country,CountryCode,Nickname,InjuryStatus,InjuryDesc,Headshot,Initials,TrackingId,TeamId,Affiliate,CloudHeadshotURL,SquadId,College,LeagueStatus
309,22379,79,Kai,Absheer,,OL,,K. Absheer,6050,353,,,,,,,,,,,,3,,,,Florida Int,Active
310,22430,,Cody,Brown,,DB,,C. Brown,,,,,,,,,,,,,,3,,,,Arkansas St,Reserve List
311,22463,,Reggie,Corbin,,RB,,R. Corbin,,,,,,,,,,,,,,3,,,,Illinois,Reserve List
312,22597,25,Drew,Lewis,,LB,,D. Lewis,6020,227,1995-09-07,,,,,,,,,,,3,,,,Colorado,Active
313,22610,51,Damien,Mama,,OL,,D. Mama,6030,324,,,,,,,,,,,,3,,,,USC,Active
314,22681,,Terry,Poole,,OL,,T. Poole,,,,,,,,,,,,,,3,,,,San Diego St,Reserve List
315,22726,44,Mike,Scott,,DL,,M. Scott,6050,240,,,,,,,,,,,,3,,,,Oklahoma St,Active
316,22778,95,Kamilo,Tongamoa,,DL,,K. Tongamoa,6060,338,,,,,,,,,,,,3,,,,Iowa St,Active
317,22819,21,Sean,Williams,,DB,,S. Williams,6000,220,,,,,,,,,,,,3,,,,Naval Academy,Active
318,22844,45,Delontae,Scott,,DL,,D. Scott,6044,246,1997-01-21,,,,,,,,,,,3,,,,SMU,Active
319,22845,,Ty,Shelby,,DL,,T. Shelby,6037,249,,,,,,,,,,,,3,,,,Louisiana-Monroe,Reserve List
320,22879,50,Kobe,Smith,,DL,,K. Smith,6010,300,,,,,,,,,,,,3,,,,South Carolina,Active
321,22884,8,Kameron,Kelly,,DB,,K. Kelly,6020,225,,,,,,,,,,,,3,,,,San Diego St,Active
322,20261,,Jacob,Capra,,OL,,J. Capra,6051,300,1998-11-02,,,,,,,,,,,6,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jacob_Capra_20261.png,,San Diego St,Reserve List
323,20311,32,Qwynnterrio,Cole,,DB,,Q. Cole,6001,203,,,,,,,,,,,,6,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Qwynnterrio_Cole_20311.png,,Louisville,Active
324,20367,,Rashard,Davis,,WR,,R. Davis,5081,173,1995-09-14,,,,,,,,,,,6,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Rashard_Davis_20367.png,,James Madison,Reserve List
325,20369,24,Shabari,Davis,,DB,,S. Davis,6004,186,,,,,,,,,,,,6,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Shabari_Davis_20369.png,,Southeast Missouri St,Active
326,20450,25,Morgan,Ellison,,RB,,M. Ellison,6006,238,,,,,,,,,,,,6,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Morgan_Ellison_20450.png,,SE Louisiana,Active
327,20460,26,Jordan,Evans,,LB,,J. Evans,6020,239,1995-01-27,,,,,,,,,,,6,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jordan_Evans_20460.png,,Oklahoma,Active
328,20466,58,Austin,Faoliu,,DL,,A. Faoliu,6031,287,,,,,,,,,,,,6,,,,Oregon,Active
329,20468,17,Rojesterman,Farris,,DB,,R. Farris,5112,179,1997-09-11,,,,,,,,,,,6,,,,Hawaii,Active
330,20486,45,Thomas,Fletcher,,LS,,T. Fletcher,6006,236,,,,,,,,,,,,6,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Thomas_Fletcher_20486.png,,Alabama,Active
331,20573,65,Paul,Grattan,,OL,,P. Grattan,6036,299,1997-08-28,,,,,,,,,,,6,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Paul_Grattan_20573.png,,UCLA,Active
332,20620,19,T.J.,Hammonds,,WR,,T. Hammonds,5093,185,1998-04-24,,,,,,,,,,,6,,,,Arkansas,Active
333,20760,52,Antwuan,Jackson,,DL,,A. Jackson,6021,298,,,,,,,,,,,,6,,,,Ohio St,Active
334,20761,80,Blake,Jackson,,WR,,B. Jackson,5112,205,1994-03-07,,,,,,,,,,,6,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Blake_Jackson_20761.png,,Mary Hardin-Baylor,Active
335,20794,71,Liam,Jimmons,,OL,,L. Jimmons,6050,320,,,,,,,,,,,,6,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Liam_Jimmons_20794.png,,USC,Active
336,20836,5,Chris,Jones,,DB,,C. Jones,5117,200,1995-08-13,,,,,,,,,,,6,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Chris_Jones_20836.png,,Nebraska,Active
337,20869,,Kevin,Kassis,,WR,,K. Kassis,5116,190,,,,,,,,,,,,6,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Kevin_Kassis_20869.png,,Montana St,Reserve List
338,20878,36,Zafir,Kelly,,DB,,Z. Kelly,5112,178,,,,,,,,,,,,6,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Zafir_Kelly_20878.png,,South Carolina St,Active
339,20918,97,Niko,Lalos,,DL,,N. Lalos,6043,260,1997-06-25,,,,,,,,,,,6,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Niko_Lalos_20918.png,,Dartmouth,Active
340,21059,72,Michal,Menet,,OL,,M. Menet,6041,301,1997-08-08,,,,,,,,,,,6,,,,Penn St,Active
341,21091,12,Steven,Montez,,QB,,S. Montez,6040,231,1997-01-14,,,,,,,,,,,6,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Steven_Montez_21091.png,,Colorado,Active
342,21172,55,Chris,Owens,,OL,,C. Owens,6025,300,,,,,,,,,,,,6,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Chris_Owens_21172.png,,Alabama,Active
343,21178,50,Sama,Paama,,DL,,S. Paama,6040,348,,,,,,,,,,,,6,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Sama_Paama_21178.png,,Washington,Active
344,21203,3,Jahcour,Pearson,,WR,,J. Pearson,5073,178,,,,,,,,,,,,6,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jahcour_Pearson_21203.png,,Mississippi,Active
345,21284,13,Jaylon,Redd,,WR,,J. Redd,5082,170,1998-09-25,,,,,,,,,,,6,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jaylon_Redd_21284.png,,Oregon,Active
346,21391,70,Josh,Seltzner,,OL,,J. Seltzner,6045,309,,,,,,,,,,,,6,,,,Wisconsin,Active
347,21422,51,Tuzar,Skipper,,LB,,T. Skipper,6023,248,1995-06-05,,,,,,,,,,,6,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Tuzar_Skipper_21422.png,,Toledo,Active
348,21437,43,Emmanuel,Smith,,LB,,E. Smith,6013,235,1995-07-25,,,,,,,,,,,6,,,,Vanderbilt,Active
349,21584,90,Julius,Turner,,DL,,J. Turner,5113,281,,,,,,,,,,,,6,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Julius_Turner_21584.png,,Rutgers,Reserve List
350,21620,8,Tre,Walker,,LB,,T. Walker,6002,235,,,,,,,,,,,,6,,,,Idaho,Active
351,21633,,Khalique,Washington,,OL,,K. Washington,6035,313,,,,,,,,,,,,6,,,,Southern Miss,Reserve List
352,21640,,Curtis,Weaver,,DL,,C. Weaver,6023,265,1998-08-03,,,,,,,,,,,6,,,,Boise St,Reserve List
353,21649,69,Barry,Wesley,,OL,,B. Wesley,6063,312,,,,,,,,,,,,6,,,,Colorado St,Active
354,21695,15,Damion,Willis,,WR,,D. Willis,6031,204,1997-06-20,,,,,,,,,,,6,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Damion_Willis_21695.png,,Troy,Active
355,21721,34,Mykael,Wright,,DB,,M. Wright,5104,181,,,,,,,,,,,,6,,,,Oregon,Active
356,21771,81,Joshua,Perkins,,TE,,J. Perkins,6030,219,1993-08-05,,,,,,,,,,,6,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Joshua_Perkins_21771.png,,Washington,Reserve List
357,21869,96,Daniel,Joseph,,DL,,D. Joseph,6022,261,,,,,,,,,,,,6,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Daniel_Joseph_21869.png,,North Carolina St,Active
358,21871,28,Brenden,Knox,,RB,,B. Knox,5106,215,1998-10-10,,,,,,,,,,,6,,,,Marshall,Active
359,21875,86,Kelvin,McKnight,,WR,,K. McKnight,5081,185,1997-04-25,,,,,,,,,,,6,,,,Samford,Active
360,21919,2,Antoine,Brooks,,DB,,A. Brooks,5105,220,1997-10-28,,,,,,,,,,,6,,,,Maryland,Active
361,21924,,Adam,Coon,,OL,,A. Coon,6050,285,,,,,,,,,,,,6,,,,Michigan,Reserve List
362,21928,,Julien,Davenport,,OL,,J. Davenport,6066,318,1995-01-09,,,,,,,,,,,6,,,,Bucknell,Reserve List
363,21939,92,P.J.,Hall,,DL,,P. Hall,6004,308,1995-04-05,,,,,,,,,,,6,,,,Sam Houston St,Active
364,21963,21,Linden,Stephens,,DB,,L. Stephens,5113,190,1995-03-21,,,,,,,,,,,6,,,,Cincinnati,Active
365,21967,89,Charlie,Taumoepeau,,TE,,C. Taumoepeau,6022,240,,,,,,,,,,,,6,,,,Portland St,Active
366,21979,6,Ben,DiNucci,,QB,,B. DiNucci,6005,208,1996-11-24,,,,,,,,,,,6,,,,James Madison,Active
367,21997,10,Cameron,Nizialek,,P,,C. Nizialek,6015,210,,,,,,,,,,,,6,,,,Georgia,Active
368,22016,22,Scottie,Phillips,,RB,,S. Phillips,5080,209,1997-10-06,,,,,,,,,,,6,,,,Mississippi,Reserve List
369,22017,44,Elijah,Ponder,,LB,,E. Ponder,6015,258,,,,,,,,,,,,6,,,,Cincinnati,Active
370,22025,93,Treyvon,Hester,,DL,,T. Hester,6023,300,1992-09-21,,,,,,,,,,,6,,,,Toledo,Active
371,22035,4,Juwan,Green,,WR,,J. Green,6002,181,1998-07-01,,,,,,,,,,,6,,,,New York St-Albany,Active
372,22306,88,Jordan,Veasy,,WR,,J. Veasy,6025,219,,,,,,,,,,,,6,,,,California,Active
373,22344,9,Clarence,Hicks,,LB,,C. Hicks,6017,225,,,,,,,,,,,,6,,,,TX-San Antonio,Active
374,22377,27,Bryce,Thompson,,DB,,B. Thompson,5105,182,1999-09-20,,,,,,,,,,,6,,,,Tennessee,Active
375,22552,33,Alijah,Holder,,DB,,A. Holder,6020,197,,,,,,,,,,,,6,,,,Stanford,Active
376,22584,56,Tejan,Koroma,,OL,,T. Koroma,6000,299,,,,,,,,,,,,6,,,,Brigham Young,Active
377,22630,48,Shareef,Miller,,LB,,S. Miller,6050,267,,,,,,,,,,,,6,,,,Penn St,Active
378,22766,73,Jared,Thomas,,OL,,J. Thomas,6030,318,,,,,,,,,,,,6,,,,Northwestern,Active
379,22840,0,Josh,Gordon,,WR,,J. Gordon,6031,224,1991-04-13,,,,,,,,,,,6,,,,Baylor,Active
380,22856,14,Harrison,Frost,,QB,,H. Frost,6010,197,,,,,,,,,,,,6,,,,West Georgia,Active
381,22874,11,Dominik,Eberle,,K,,D. Eberle,6020,190,,,,,,,,,,,,6,,,,Utah St,Active
382,22883,67,Colin,Kelly,,OL,,C. Kelly,6050,298,,,,,,,,,,,,6,,,,Oregon St,Active
383,20058,3,Marcell,Ateman,,WR,,M. Ateman,6045,215,1994-09-16,,,,,,,,,,,5,,,,Oklahoma St,Active
384,20061,90,Kevin,Atkins,,DL,,K. Atkins,6022,314,,,,,,,,,,,,5,,,,Fresno St,Active
385,20249,15,George,Campbell,,WR,,G. Campbell,6025,207,1996-10-27,,,,,,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/George_Campbell_20249.png,,West Virginia,Active
386,20265,77,Shane,Carpenter,,OL,,S. Carpenter,6053,333,1996-08-07,,,,,,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Shane_Carpenter_20265.png,,Louisiana Tech,Reserve List
387,20381,28,Ben,DeLuca,,DB,,B. DeLuca,6011,202,1998-04-09,,,,,,,,,,,5,,,,UNC-Charlotte,Active
388,20385,25,Lukas,Denis,,DB,,L. Denis,5112,190,,,,,,,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Lukas_Denis_20385.png,,Boston College,Active
389,20397,79,Daishawn,Dixon,,OL,,D. Dixon,6045,325,1997-06-19,,,,,,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Daishawn_Dixon_20397.png,,San Diego St,Active
390,20442,,Emeke,Egbule,,LB,,E. Egbule,6020,245,1996-10-13,,,,,,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Emeke_Egbule_20442.png,,Houston,Reserve List
391,20562,74,Steven,Gonzalez,,OL,,S. Gonzalez,6034,332,1997-05-11,,,,,,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Steven_Gonzalez_20562.png,,Penn St,Active
392,20585,,A.J.,Greene,,WR,,A. Greene,6010,195,,,,,,,,,,,,5,,,,New Haven,Reserve List
393,20615,1,Elijah,Hamilton,,DB,,E. Hamilton,6012,211,,,,,,,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Elijah_Hamilton_20615.png,,Louisiana Tech,Active
394,20647,51,Willie,Harvey,,LB,,W. Harvey,5112,229,,,,,,,,,,,,5,,,,Iowa St,Active
395,20651,9,Jovani,Haskins,,TE,,J. Haskins,6044,252,,,,,,,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jovani_Haskins_20651.png,,Rutgers,Active
396,20688,23,Brian,Hill,,RB,,B. Hill,6010,219,1995-11-09,,,,,,,,,,,5,,,,Wyoming,Active
397,20704,16,Sterling,Hofrichter,,P,,S. Hofrichter,5095,196,1996-12-05,,,,,,,,,,,5,,,,Syracuse,Active
398,20855,75,Jaryd,Jones-Smith,,OL,,J. Jones-Smith,6064,317,1995-09-03,,,,,,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jaryd_Jones-Smith_20855.png,,Pittsburgh,Active
399,20965,96,LaCale,London,,DL,,L. London,6036,297,1997-08-05,,,,,,,,,,,5,,,,Western Illinois,Active
400,20971,95,Elorm,Lumor,,DL,,E. Lumor,6034,242,,,,,,,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Elorm_Lumor_20971.png,,Towson,Active
401,21081,22,Steven,Mitchell,,WR,,S. Mitchell,5101,188,1994-05-02,,,,,,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Steven_Mitchell_21081.png,,USC,Active
402,21165,67,Christian,Olmstead,,OL,,C. Olmstead,6040,302,,,,,,,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Christian_Olmstead_21165.png,,Findlay,Active
403,21183,61,Mike,Panasiuk,,OL,,M. Panasiuk,6032,300,1997-10-13,,,,,,,,,,,5,,,,Michigan St,Active
404,21263,13,Austin,Proehl,,WR,,A. Proehl,5091,179,1995-10-11,,,,,,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Austin_Proehl_21263.png,,North Carolina,Active
405,21319,99,Gelen,Robinson,,DL,,G. Robinson,6010,275,,,,,,,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Gelen_Robinson_21319.png,,Purdue,Active
406,21340,27,Mike,Rose,,LB,,M. Rose,6037,243,,,,,,,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Mike_Rose_21340.png,,Iowa St,Active
407,21343,,D'Angelo,Ross,,DB,,D. Ross,5080,182,1996-10-29,,,,,,,,,,,5,,,,New Mexico,Reserve List
408,21389,38,Brandon,Sebastian,,DB,,B. Sebastian,6001,182,,,,,,,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Brandon_Sebastian_21389.png,,Boston College,Active
409,21439,9,Jaylen,Smith,,TE,,J. Smith,6022,219,1997-01-08,,,,,,,,,,,5,,,,Louisville,Reserve List
410,21493,,Channing,Stribling,,DB,,C. Stribling,6012,188,1994-11-21,,,,,,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Channing_Stribling_21493.png,,Michigan,Reserve List
411,21501,84,Jake,Sutherland,,TE,,J. Sutherland,6040,241,,,,,,,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jake_Sutherland_21501.png,,Morehead St,Active
412,21521,,Billy,Taylor,,LS,,B. Taylor,6004,235,,,,,,,,,,,,5,,,,Rutgers,Reserve List
413,21546,83,Jordan,Thomas,,TE,,J. Thomas,6054,265,1996-08-02,,,,,,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jordan_Thomas_21546.png,,Mississippi St,Active
414,21558,14,Nick,Tiano,,QB,,N. Tiano,6041,236,1996-12-10,,,,,,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Nick_Tiano_21558.png,,Tennessee-Chatt,Active
415,21578,91,Taniela,Tupou,,DL,,T. Tupou,6014,284,1992-12-13,,,,,,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Taniela_Tupou_21578.png,,Washington,Active
416,21667,5,Manny,Wilkins,,QB,,M. Wilkins,6020,193,,,,,,,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Manny_Wilkins_21667.png,,Arizona St,Active
417,21678,6,Lakiem,Williams,,LB,,L. Williams,5112,233,1997-08-18,,,,,,,,,,,5,,,,Syracuse,Active
418,21716,72,Jovaun,Woolford,,OL,,J. Woolford,6036,295,,,,,,,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jovaun_Woolford_21716.png,,Rice,Reserve List
419,21781,,Jamarcus,Bradley,,WR,,J. Bradley,6003,198,1996-12-11,,,,,,,,,,,5,,,,Louisiana-Lafayette,Reserve List
420,21822,11,Darrius,Shepherd,,WR,,D. Shepherd,5104,186,1995-11-01,,,,,,,,,,,5,,,,North Dakota St,Active
421,21833,53,Carson,Wells,,LB,,C. Wells,6026,241,,,,,,,,,,,,5,,,,Colorado,Active
422,21842,32,Jonathan,Alexander,,DB,,J. Alexander,6020,217,1999-09-27,,,,,,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jonathan_Alexander_21842.png,,UNC-Charlotte,Active
423,21843,78,Vadal,Alexander,,OL,,V. Alexander,6052,326,1994-03-23,,,,,,,,,,,5,,,,Louisiana St,Active
424,21856,21,Mataeo,Durant,,RB,,M. Durant,5113,196,,,,,,,,,,,,5,,,,Duke,Active
425,21862,8,Mike,Hampton,,DB,,M. Hampton,5115,186,1997-12-08,,,,,,,,,,,5,,,,South Florida,Active
426,21870,29,Silas,Kelly,,LB,,S. Kelly,6034,229,,,,,,,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Silas_Kelly_21870.png,,Coastal Carolina,Active
427,21901,,Brendon,White,,DB,,B. White,6013,215,,,,,,,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Brendon_White_21901.png,,Rutgers,Reserve List
428,21927,93,Damion,Daniels,,DL,,D. Daniels,6016,302,1999-08-31,,,,,,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Damion_Daniels_21927.png,,Nebraska,Active
429,21938,,Hezekiah,Grimsley,,WR,,H. Grimsley,5113,174,,,,,,,,,,,,5,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Hezekiah_Grimsley_21938.png,,Hampton,Reserve List
430,22002,,Jon,Toth,,OL,,J. Toth,6047,307,1994-02-11,,,,,,,,,,,5,,,,Kentucky,Reserve List
431,22008,2,Donald,Hageman,,K,,D. Hageman,6010,177,,,,,,,,,,,,5,,,,San Diego St,Active
432,22012,47,Alexander,Matheson,,LS,,A. Matheson,6050,245,,,,,,,,,,,,5,,,,Cal Lutheran,Active
433,22026,10,A. J.,McCarron,,QB,,A. McCarron,6032,220,1990-09-13,,,,,,,,,,,5,,,,Alabama,Active
434,22033,0,Kareem,Walker,,RB,,K. Walker,6001,209,,,,,,,,,,,,5,,,,South Alabama,Active
435,22038,12,Gary,Jennings,,WR,,G. Jennings,6010,216,,,,,,,,,,,,5,,,,West Virginia,Active
436,22297,33,Tre,Watson,,LB,,T. Watson,6021,242,1996-07-05,,,,,,,,,,,5,,,,Maryland,Active
437,22333,88,Hakeem,Butler,,WR,,H. Butler,6053,227,1996-05-16,,,,,,,,,,,5,,,,Iowa St,Active
438,22336,39,Chris,Cooper,,DB,,C. Cooper,5103,202,1994-03-17,,,,,,,,,,,5,,,,Stony Brook,Active
439,22352,26,Nate,Meadors,,DB,,N. Meadors,5115,192,1997-02-13,,,,,,,,,,,5,,,,UCLA,Active
440,22386,98,Freedom,Akinmoladun,,DL,,F. Akinmoladun,6030,301,,,,,,,,,,,,5,,,,Nebraska,Active
441,22443,73,Juwann,Bushell-Beatty,,OL,,J. Bushell-Beatty,6050,332,,,,,,,,,,,,5,,,,Michigan,Active
442,22503,56,Travis,Feeney,,LB,,T. Feeney,6040,259,,,,,,,,,,,,5,,,,Washington,Active
443,22800,55,Dallas,Warmack,,OL,,D. Warmack,6020,310,,,,,,,,,,,,5,,,,Oregon,Active
444,22867,4,Tim,Harris,,DB,,T. Harris,6020,197,,,,,,,,,,,,5,,,,Virginia,Reserve List
445,22869,77,Eric,Magwood,,OL,,E. Magwood,6040,300,,,,,,,,,,,,5,,,,Middle Tenn St,Active
446,22870,24,Lavert,Hill,,DB,,L. Hill,5110,182,,,,,,,,,,,,5,,,,Michigan,Active
447,20006,50,Tony,Adams,,OL,,T. Adams,6014,314,,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Tony_Adams_20006.png,,North Carolina St,Reserve List
448,20007,24,Will,Adams,,DB,,W. Adams,6011,187,1998-03-13,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Will_Adams_20007.png,,Virginia St,Active
449,20039,9,Deontay,Anderson,,DB,,D. Anderson,6014,218,,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Deontay_Anderson_20039.png,,Houston,Active
450,20066,28,C.J.,Avery,,LB,,C. Avery,5117,230,,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/CJ_Avery_20066.png,,Louisville,Active
451,20072,13,Jeff,Badet,,WR,,J. Badet,5111,183,1994-08-02,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jeff_Badet_20072.png,,Oklahoma,Active
452,20076,47,Bailey,Giffen,,K/P,,B. Giffen,5100,189,,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Giffen_Bailey_20076.png,,No College,Active
453,20218,4,Martavis,Bryant,,WR,,M. Bryant,6036,211,1991-12-20,,,,,,,,,,,7,,,,Clemson,Active
454,20232,18,Brian,Burt,,RB,,B. Burt,6000,186,,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Brian_Burt_20232.png,,Fresno St,Active
455,20351,,Larry,Dalla Betta,,TE,,L. Dalla Betta,6040,235,1999-04-16,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Lawrence_Dalla Betta_20351.png,,Webber International,Reserve List
456,20374,11,P.J.,Dawson,,LB,,P. Dawson,6001,235,1993-01-13,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Paul_Dawson_20374.png,,Texas Christian,Active
457,20392,86,Brandon,Dillon,,TE,,B. Dillon,6034,247,1997-04-30,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Brandon_Dillon_20392.png,,Marian,Active
458,20434,77,Quinterrius,Eatmon,,OL,,Q. Eatmon,6062,293,1991-12-04,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Quinterrius_Eatmon_20434.png,,South Florida,Active
459,20461,25,Marwin,Evans,,DB,,M. Evans,5114,211,1993-04-10,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Marwin_Evans_20461.png,,Utah St,Active
460,20537,53,Antonio,Garcia,,OL,,A. Garcia,6062,302,1993-12-10,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Antonio_Garcia_20537.png,,Troy,Active
461,20600,,Grayson,Gunter,,TE,,G. Gunter,6056,250,,,,,,,,,,,,7,,,,Southern Miss,Reserve List
462,20690,27,Nijuel,Hill,,DB,,N. Hill,5087,182,1997-10-29,,,,,,,,,,,7,,,,Delaware,Active
463,20710,43,Luke,Holloway,,LB,,L. Holloway,6025,227,1997-04-05,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Luke_Holloway_20710.png,,Idaho St,Reserve List
464,20811,20,Jawuan,Johnson,,LB,,J. Johnson,5106,223,1996-06-13,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jawuan_Johnson_20811.png,,Texas Christian,Active
465,20832,95,Bryant,Jones,,DL,,B. Jones,6010,304,1997-04-15,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Bryant_Jones_20832.png,,Mississippi Valley St,Active
466,20903,16,Travis,Koontz,,TE,,T. Koontz,6035,253,,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Travis_Koontz_20903.png,,Texas Tech,Active
467,20947,75,Jovann,Letuli,,OL,,J. Letuli,6033,341,1996-08-18,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jovann_Letuli_20947.png,,Akron,Active
468,21022,3,Jalan,McClendon,,QB,,J. McClendon,6047,212,,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jalan_Mcclendon_21022.png,,Baylor,Active
469,21041,,Kevin,McGill,,DB,,K. McGill,6000,195,,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Kevin_Mcgill_21041.png,,Eastern Michigan,Reserve List
